0	0.945884
1.00E-05	0.938803
2.00E-05	0.846109
3.00E-05	0.679068
4.00E-05	0.452483
5.00E-05	0.18792
6.00E-05	-0.0914474
7.00E-05	-0.358263
8.00E-05	-0.589352
9.00E-05	-0.764761
1.00E-04	-0.87226
0.00011	-0.900583
0.00012	-0.851018
0.00013	-0.727748
0.00014	-0.54204
0.00015	-0.31095
0.00016	-0.0560436
0.00017	0.201438
0.00018	0.436391
0.00019	0.631433
0.0002	0.771118
0.00021	0.846431
0.00022	0.851259
0.00023	0.788498
0.00024	0.666193
0.00025	0.495933
0.00026	0.294454
0.00027	0.0784906
0.00028	-0.132001
0.00029	-0.319319
0.0003	-0.471554
0.00031	-0.575834
0.00032	-0.630227
0.00033	-0.63248
0.00034	-0.587421
0.00035	-0.502774
0.00036	-0.389804
0.00037	-0.261063
0.00038	-0.12846
0.00039	-0.00519098
0.0004	0.0984454
0.00041	0.176977
0.00042	0.225899
0.00043	0.24521
0.00044	0.239095
0.00045	0.213025
0.00046	0.173437
0.00047	0.130953
0.00048	0.0910428
0.00049	0.0617543
0.0005	0.0463054
0.00051	0.0466272
0.00052	0.062398
0.00053	0.0891117
0.00054	0.121941
0.00055	0.153482
0.00056	0.177299
0.00057	0.187599
0.00058	0.176977
0.00059	0.144792
0.0006	0.0913647
0.00061	0.0189479
0.00062	-0.0666647
0.00063	-0.157105
0.00064	-0.24304
0.00065	-0.315134
0.00066	-0.365022
0.00067	-0.385942
0.00068	-0.37339
0.00069	-0.325756
0.0007	-0.246902
0.00071	-0.142622
0.00072	-0.0222491
0.00073	0.10263
0.00074	0.219784
0.00075	0.315052
0.00076	0.378457
0.00077	0.402918
0.00078	0.381676
0.00079	0.318592
0.0008	0.2156
0.00081	0.0826747
0.00082	-0.0663429
0.00083	-0.216326
0.00084	-0.349895
0.00085	-0.453209
0.00086	-0.511786
0.00087	-0.515326
0.00088	-0.460612
0.00089	-0.346998
0.0009	-0.183175
0.00091	0.0195916
0.00092	0.241992
0.00093	0.465035
0.00094	0.66555
0.00095	0.822292
0.00096	0.917561
0.00097	0.93655
0.00098	0.871536
0.00099	0.72284
0.001	0.496577
0.00101	0.20691
0.00102	-0.124276
0.00103	-0.470267
0.00104	-0.799843
0.00105	-1.08533
0.00106	-1.30129
0.00107	-1.42552
0.00108	-1.4429
0.00109	-1.34635
0.0011	-1.1394
0.00111	-0.834603
0.00112	-0.4516
0.00113	-0.0170995
0.00114	0.434138
0.00115	0.861558
0.00116	1.23233
0.00117	1.51621
0.00118	1.68904
0.00119	1.73475
0.0012	1.64849
0.00121	1.43478
0.00122	1.10939
0.00123	0.697413
0.00124	0.231049
0.00125	-0.251086
0.00126	-0.708759
0.00127	-1.10271
0.00128	-1.40525
0.00129	-1.59063
0.0013	-1.64663
0.00131	-1.56875
